_id,id,description,dataset.id,dataset.name,category.id,category.name,subcategory.id,subcategory.name,region,delay,universe,type,coverage,userCount,alphaCount,pyramidMultiplier,_created_at
682f5a80e22eb516c3b6be43,anl44_netdebt_best_cur_fiscal_year_period,netdebt best cur fiscal year period,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,MATRIX,0.9881,10,18,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be44,anl44_netdebt_best_eeps_cur_yr,netdebt best eeps cur yr,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,MATRIX,0.9287,17,31,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be45,anl44_netdebt_best_eeps_nxt_yr,netdebt best eeps nxt yr,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,MATRIX,0.9291,21,32,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be46,anl44_netdebt_best_fiscal_period_dt,netdebt best fiscal period dt,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.6748,1,1,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be47,anl44_netdebt_best_fperiod_override,netdebt best fperiod override,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.6748,0,0,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be48,anl44_netdebt_coveredby,Netdebt d0 coveredby,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.6591,5,5,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be49,anl44_netdebt_latest_ann_dt_qtrly,netdebt latest ann dt qtrly,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.4104,1,1,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be4a,anl44_netdebt_most_recent_period_end_dt,netdebt most recent period end dt,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.4469,0,0,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be4b,anl44_netdebt_prevalue,Netdebt d0 prevalue,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.604,0,0,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be4c,anl44_netdebt_value,Netdebt D0 value,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.6578,1,1,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be4d,anl44_netprofit_coveredby,Netprofit d0 coveredby,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.9373,4,7,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be4e,anl44_netprofit_gaap_best_crncy_iso,netprofit gaap best crncy iso,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,MATRIX,1,5,5,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be4f,anl44_netprofit_gaap_best_cur_fiscal_qtr_period,netprofit gaap best cur fiscal qtr period,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,MATRIX,0.9881,7,10,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be50,anl44_netprofit_gaap_best_cur_fiscal_semi_year_period,netprofit gaap best cur fiscal semi year period,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,MATRIX,0.9881,9,13,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be51,anl44_netprofit_gaap_best_cur_fiscal_year_period,netprofit gaap best cur fiscal year period,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,MATRIX,0.9881,10,13,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be52,anl44_netprofit_gaap_best_eeps_cur_yr,netprofit gaap best eeps cur yr,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,MATRIX,0.9287,9,12,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be53,anl44_netprofit_gaap_best_eeps_nxt_yr,netprofit gaap best eeps nxt yr,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,MATRIX,0.9291,10,16,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be54,anl44_netprofit_gaap_best_fiscal_period_dt,netprofit gaap best fiscal period dt,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.9223,6,8,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be55,anl44_netprofit_gaap_best_fperiod_override,netprofit gaap best fperiod override,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.9223,4,17,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be56,anl44_netprofit_gaap_latest_ann_dt_qtrly,netprofit gaap latest ann dt qtrly,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.8736,7,24,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be57,anl44_netprofit_gaap_most_recent_period_end_dt,netprofit gaap most recent period end dt,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.8872,13,15,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be58,anl44_netprofit_prevalue,Netprofit d0 prevalue,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.9261,1,1,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be59,anl44_netprofit_rep_best_crncy_iso,netprofit rep best crncy iso,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,MATRIX,1,7,8,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be5a,anl44_netprofit_rep_best_cur_fiscal_qtr_period,netprofit rep best cur fiscal qtr period,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,MATRIX,0.9881,4,13,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be5b,anl44_netprofit_rep_best_cur_fiscal_semi_year_period,netprofit rep best cur fiscal semi year period,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,MATRIX,0.9881,9,60,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be5c,anl44_netprofit_rep_best_cur_fiscal_year_period,netprofit rep best cur fiscal year period,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,MATRIX,0.9881,5,10,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be5d,anl44_netprofit_rep_best_eeps_cur_yr,netprofit rep best eeps cur yr,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,MATRIX,0.9287,14,53,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be5e,anl44_netprofit_rep_best_eeps_nxt_yr,netprofit rep best eeps nxt yr,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,MATRIX,0.9291,12,18,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be5f,anl44_netprofit_rep_best_fiscal_period_dt,netprofit rep best fiscal period dt,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.9009,4,4,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be60,anl44_netprofit_rep_best_fperiod_override,netprofit rep best fperiod override,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.9009,4,4,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be61,anl44_netprofit_rep_coveredby,Netprofit rep d0 coveredby,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.8905,7,8,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be62,anl44_netprofit_rep_latest_ann_dt_qtrly,netprofit rep latest ann dt qtrly,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.8499,3,4,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be63,anl44_netprofit_rep_most_recent_period_end_dt,netprofit rep most recent period end dt,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.8636,10,10,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be64,anl44_netprofit_rep_prevalue,Netprofit rep D0 prevalue,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.8739,1,1,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be65,anl44_netprofit_rep_value,Netprofit rep D0 value,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.8905,5,8,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be66,anl44_netprofit_value,Netprofit d0 value,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.9373,3,5,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be67,anl44_operatingprofit_best_crncy_iso,operatingprofit best crncy iso,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,MATRIX,1,12,28,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be68,anl44_operatingprofit_best_cur_fiscal_qtr_period,operatingprofit best cur fiscal qtr period,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,MATRIX,0.9881,12,17,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be69,anl44_operatingprofit_best_cur_fiscal_semi_year_period,Operating profit best cur fiscal semi-year period,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,MATRIX,0.9881,8,12,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be6a,anl44_operatingprofit_best_cur_fiscal_year_period,operatingprofit best cur fiscal year period,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,MATRIX,0.9881,5,6,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be6b,anl44_operatingprofit_best_eeps_cur_yr,operatingprofit best eeps cur yr,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,MATRIX,0.9287,8,10,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be6c,anl44_operatingprofit_best_eeps_nxt_yr,operatingprofit best eeps nxt yr,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,MATRIX,0.9291,13,18,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be6d,anl44_operatingprofit_best_fiscal_period_dt,operatingprofit best fiscal period dt,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.607,3,3,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be6e,anl44_operatingprofit_best_fperiod_override,operatingprofit best fperiod override,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.607,2,2,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be6f,anl44_operatingprofit_coveredby,Operatingprofit d0 coveredby,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.4986,0,0,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be70,anl44_operatingprofit_latest_ann_dt_qtrly,operatingprofit latest ann dt qtrly,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.3144,0,0,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be71,anl44_operatingprofit_most_recent_period_end_dt,operatingprofit most recent period end dt,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.4659,0,0,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be72,anl44_operatingprofit_prevalue,Operatingprofit D0 prevalue,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.4187,0,0,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be73,anl44_operatingprofit_value,Operating profit D0 value,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.4985,1,1,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be74,anl44_orig_en_bps_coveredby,orig en bps coveredby,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.6753,6,8,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be75,anl44_orig_en_bps_prevalue,orig en bps prevalue,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.6018,1,1,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be76,anl44_orig_en_bps_value,orig en bps value,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.6751,1,1,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be77,anl44_orig_en_capex_coveredby,orig en capex coveredby,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.609,13,26,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be78,anl44_orig_en_capex_prevalue,orig en capex prevalue,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.6252,1,1,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be79,anl44_orig_en_capex_value,orig en capex value,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.6065,4,7,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be7a,anl44_orig_en_ebit_coveredby,orig en ebit coveredby,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.7433,4,4,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be7b,anl44_orig_en_ebit_prevalue,orig en ebit prevalue,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.6872,1,1,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be7c,anl44_orig_en_ebit_value,orig en ebit value,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.7433,6,9,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be7d,anl44_orig_en_ebitda_coveredby,orig en ebitda coveredby,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.684,7,13,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be7e,anl44_orig_en_ebitda_prevalue,orig en ebitda prevalue,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.6344,0,0,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be7f,anl44_orig_en_ebitda_value,orig en ebitda value,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.6839,1,2,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be80,anl44_orig_en_ebitdaps_coveredby,orig en ebitdaps coveredby,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.3746,0,0,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be81,anl44_orig_en_ebitdaps_prevalue,orig en ebitdaps prevalue,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.3547,0,0,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be82,anl44_orig_en_ebitdaps_value,orig en ebitdaps value,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.3745,0,0,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be83,anl44_orig_en_eps_coveredby,orig en eps v1 0 0 coveredby,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.8419,5,7,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be84,anl44_orig_en_eps_prevalue,orig en eps v1 0 0 prevalue,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.7858,3,6,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be85,anl44_orig_en_eps_value,orig en eps v1 0 0 value,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.8417,6,6,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be86,anl44_orig_en_epsr_coveredby,orig en epsr coveredby,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.5847,0,0,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be87,anl44_orig_en_epsr_prevalue,orig en epsr prevalue,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.5705,1,1,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be88,anl44_orig_en_epsr_value,orig en epsr value,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.5847,1,1,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be89,anl44_orig_en_fcfps_coveredby,orig en fcfps coveredby,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.4115,0,0,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be8a,anl44_orig_en_fcfps_prevalue,orig en fcfps prevalue,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.3785,0,0,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be8b,anl44_orig_en_fcfps_value,orig en fcfps value,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.4112,0,0,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be8c,anl44_orig_en_grossmargin_coveredby,orig en grossmargin coveredby,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.7089,4,4,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be8d,anl44_orig_en_grossmargin_prevalue,orig en grossmargin prevalue,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.5838,0,0,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be8e,anl44_orig_en_grossmargin_value,orig en grossmargin value,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.7084,2,2,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be8f,anl44_orig_en_nav_coveredby,Orig EN NAV covered by,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.687,0,0,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be90,anl44_orig_en_nav_prevalue,orig en nav prevalue,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.6345,0,0,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be91,anl44_orig_en_nav_value,orig en nav value,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.6868,5,5,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be92,anl44_orig_en_netdebt_coveredby,orig en netdebt coveredby,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.4868,0,0,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be93,anl44_orig_en_netdebt_prevalue,orig en netdebt prevalue,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.4141,0,0,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be94,anl44_orig_en_netdebt_value,orig en netdebt value,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.4861,0,0,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be95,anl44_orig_en_netprofit_coveredby,orig en netprofit coveredby,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.782,14,21,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be96,anl44_orig_en_netprofit_prevalue,orig en netprofit prevalue,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.7386,2,2,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be97,anl44_orig_en_netprofit_rep_coveredby,orig en netprofit rep coveredby,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.8821,4,4,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be98,anl44_orig_en_netprofit_rep_prevalue,orig en netprofit rep prevalue,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.8851,0,0,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be99,anl44_orig_en_netprofit_rep_value,Orig EN net profit rep value,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.8821,3,4,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be9a,anl44_orig_en_netprofit_value,orig en netprofit value,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.782,2,2,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be9b,anl44_orig_en_operatingprofit_coveredby,orig en operatingprofit coveredby,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.4773,0,0,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be9c,anl44_orig_en_operatingprofit_prevalue,orig en operatingprofit prevalue,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.3866,0,0,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be9d,anl44_orig_en_operatingprofit_value,orig en operatingprofit value,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.4772,1,1,1.2,2025-05-23T01:10:24.205Z
682f5a80e22eb516c3b6be9e,anl44_orig_en_pretaxprofit_coveredby,orig en pretaxprofit coveredby,analyst44,Integrated Broker Estimates,analyst,Analyst,analyst-crowdsourced-estimates,Crowdsourced Estimates,USA,1,TOP3000,VECTOR,0.7371,5,12,1.2,2025-05-23T01:10:24.205Z
